Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
13994;Rhapsody: A Musical Adventure;PS;1998;Role-Playing;Nippon Ichi Software;0.02;0.01;0;0;0.04
13995;NHL 16;PS3;2015;Sports;Electronic Arts;0;0.03;0;0.01;0.04
13998;Fading Shadows;PSP;2008;Puzzle;Ivolgamus;0.03;0;0;0;0.04
14000;Without Warning;PS2;2005;Shooter;Capcom;0.02;0.01;0;0;0.04
14002;Smashing Drive;XB;2002;Racing;Namco Bandai Games;0.03;0.01;0;0;0.04
14003;Age of Mythology: The Titans;PC;2003;Strategy;Microsoft Game Studios;0.01;0.02;0;0;0.04
14004;Fighting Vipers 2;DC;2000;Fighting;Sega;0;0;0.04;0;0.04
14005;Teenage Mutant Ninja Turtles 3: Mutant Nightmare;XB;2005;Action;Konami Digital Entertainment;0.03;0.01;0;0;0.04
14009;Napoleon Dynamite: The Game;PSP;2007;Puzzle;Crave Entertainment;0.03;0;0;0;0.04
14012;Monster Force;GBA;2002;Shooter;Universal Interactive;0.03;0.01;0;0;0.04
14013;World of Goo;PC;2008;Puzzle;2D Boy;0;0.03;0;0.01;0.04
14020;World in Conflict;PC;2007;Strategy;Vivendi Games;0;0.03;0;0.01;0.04
14023;S.T.A.L.K.E.R.: Clear Sky;PC;2008;Shooter;Deep Silver;0;0.03;0;0.01;0.04
14025;SD Gundam Force: Showdown!;PS2;2004;Shooter;Namco Bandai Games;0.02;0.01;0;0;0.04
14028;Flow: Urban Dance Uprising;PS2;2005;Misc;Ubisoft;0.02;0.01;0;0;0.04
14035;Power Play Pool;DS;2006;Sports;System 3 Arcade Software;0.03;0;0;0;0.04
14037;Obscure;XB;2004;Adventure;MC2 Entertainment;0.03;0.01;0;0;0.04
14038;Caesar III;PC;1998;Strategy;Vivendi Games;0;0.03;0;0.01;0.04
14044;Bratz Kidz;DS;2008;Misc;Game Factory;0.03;0;0;0;0.04
14050;Deception III: Dark Delusion;PS;1999;Role-Playing;Tecmo Koei;0.02;0.01;0;0;0.04
14053;Alpha Protocol;PC;2010;Role-Playing;Sega;0;0.03;0;0.01;0.04
14056;DarkStar One;PC;2006;Simulation;Ubisoft;0;0.03;0;0.01;0.04
14059;Monster Kingdom: Jewel Summoner;PSP;2006;Role-Playing;Sony Computer Entertainment;0;0;0.04;0;0.04
14068;The Ant Bully;GBA;2006;Platform;Midway Games;0.03;0.01;0;0;0.04
14069;Sega Arcade Gallery;GBA;2003;Misc;THQ;0.03;0.01;0;0;0.04
14073;Planescape: Torment;PC;1998;Role-Playing;Interplay;0.01;0.02;0;0.01;0.04
14078;A Game of Thrones: Genesis;PC;2011;Strategy;Focus Home Interactive;0;0.03;0;0.01;0.04
14082;MLB 15: The Show;PSV;2015;Sports;Sony Computer Entertainment;0.03;0;0;0.01;0.04
14084;Hitman: Blood Money;PC;2006;Action;Eidos Interactive;0;0.03;0;0.01;0.04
14085;Assassin's Creed Chronicles: China;PS4;2015;Action;Ubisoft;0;0.03;0;0.01;0.04
14086;The Cursed Crusade;PC;2011;Action;DTP Entertainment;0;0.03;0;0.01;0.04
14088;Painkiller: Hell Wars;XB;2006;Shooter;DreamCatcher Interactive;0.03;0.01;0;0;0.04
14090;FunkMaster Flex's Digital Hitz Factory;PS2;2003;Misc;Jester Interactive;0.02;0.01;0;0;0.04
14091;Star Wars Jedi Knight: Jedi Academy;PC;2003;Shooter;Activision;0;0.03;0;0.01;0.04
14100;Major League Baseball 2K8;PSP;N/A;Sports;Unknown;0.03;0;0;0;0.03
14102;Rebel Raiders: Operation Nighthawk;PS2;2006;Simulation;Kando Games;0.02;0.01;0;0;0.03
14105;Adventure Time: Explore the Dungeon Because I Don't Know!;WiiU;2013;Action;D3Publisher;0.02;0.01;0;0;0.03
14106;Fast & Furious: Showdown;PS3;2013;Action;Activision;0;0.03;0;0;0.03
14118;RedCard 20-03;XB;2002;Sports;Midway Games;0.03;0.01;0;0;0.03
14121;Asterix & Obelix: Kick Buttix;PS2;2004;Action;Atari;0.02;0.01;0;0;0.03
14122;Radiant Silvergun;SAT;1998;Shooter;ESP;0;0;0.03;0;0.03
14123;Bounty Hounds;PSP;2006;Action;Namco Bandai Games;0.03;0;0;0;0.03
14125;Apache: Air Assault;PC;2010;Simulation;Just Flight;0;0.03;0;0.01;0.03
14135;TOCA Race Driver 3;XB;2006;Racing;Codemasters;0.03;0.01;0;0;0.03
14139;Silent Scope;GBA;2002;Shooter;Konami Digital Entertainment;0.02;0.01;0;0;0.03
14140;Resident Evil 4 HD;PS4;2016;Shooter;Capcom;0.03;0;0;0.01;0.03
14143;Yggdra Union: We'll Never Fight Alone;GBA;2006;Role-Playing;Sting;0;0;0.03;0;0.03
14150;ESPN NBA 2Night 2002;PS2;2002;Sports;Konami Digital Entertainment;0.02;0.01;0;0;0.03
14151;Cabela's Dangerous Hunts 2;GC;2005;Sports;Activision;0.03;0.01;0;0;0.03
14157;Crouching Tiger, Hidden Dragon;GBA;2003;Action;Ubisoft;0.02;0.01;0;0;0.03
14161;Rise of Nations: Rise of Legends;PC;2006;Strategy;Microsoft Game Studios;0;0.03;0;0.01;0.03
14162;Sabre Wulf;GBA;N/A;Platform;THQ;0.02;0.01;0;0;0.03
14164;Zoo Tycoon;PC;2001;Strategy;Microsoft Game Studios;0;0.03;0;0.01;0.03
14166;SX Superstar;GC;2003;Racing;Acclaim Entertainment;0.03;0.01;0;0;0.03
14167;Cake Mania: Baker's Challenge;PSP;2008;Puzzle;Destineer;0.03;0;0;0;0.03
14168;MotoGP;PSP;2006;Racing;Sony Computer Entertainment;0.03;0;0;0;0.03
14169;Zoo Vet: Endangered Animals;DS;2008;Simulation;505 Games;0.03;0;0;0;0.03
14171;Driven;GBA;2001;Racing;BAM! Entertainment;0.02;0.01;0;0;0.03
14172;Red Faction II;GC;2003;Shooter;THQ;0.03;0.01;0;0;0.03
14178;Battle Engine Aquila;PS2;2003;Shooter;Atari;0.02;0.01;0;0;0.03
14179;Astonishia Story;PSP;2006;Role-Playing;Ubisoft;0.03;0;0;0;0.03
14181;Special Forces: Nemesis Strike;XB;2005;Shooter;Hip Interactive;0.03;0.01;0;0;0.03
14182;Women's Volleyball Championship;PS2;2007;Sports;Spike;0;0;0.03;0;0.03
14188;Teenage Mutant Ninja Turtles: Mutants in Manhattan;XOne;2016;Action;Activision;0.02;0.01;0;0;0.03
14190;Crimson Tears;PS2;2004;Role-Playing;Capcom;0.02;0.01;0;0;0.03
14192;Batman Forever: The Arcade Game;PS;1996;Action;Acclaim Entertainment;0.02;0.01;0;0;0.03
14194;Electroplankton;DS;2005;Misc;Nintendo;0.01;0;0.02;0;0.03
14195;Cabela's Outdoor Adventures;GC;2005;Sports;Activision;0.03;0.01;0;0;0.03
14207;Red Faction: Guerrilla;PC;2009;Shooter;THQ;0;0.03;0;0.01;0.03
14208;The Italian Job;GC;2003;Racing;Eidos Interactive;0.03;0.01;0;0;0.03
14217;Overlord II;PC;2009;Action;Codemasters;0;0.03;0;0.01;0.03
14218;Young Justice: Legacy;Wii;2013;Action;Namco Bandai Games;0;0.03;0;0;0.03
14222;Call of Juarez: Bound in Blood;PC;2009;Shooter;Ubisoft;0;0.03;0;0.01;0.03
14225;Tail Concerto;PS;1998;Adventure;Namco Bandai Games;0.02;0.01;0;0;0.03
14226;The Sum of All Fears;GC;2003;Shooter;Ubisoft;0.03;0.01;0;0;0.03
14234;EverBlue 2;PS2;2002;Adventure;Capcom;0.02;0.01;0;0;0.03
14235;Emma at the Farm;DS;2008;Adventure;Aspyr;0.03;0;0;0;0.03
14240;Summer Athletics: The Ultimate Challenge;X360;2008;Sports;DTP Entertainment;0.02;0.01;0;0;0.03
14241;Prince of Persia: The Forgotten Sands;PC;2010;Action;Ubisoft;0;0.03;0;0;0.03
14246;Trials Fusion;PC;2014;Racing;Ubisoft;0;0.03;0;0;0.03
14247;Rugby League Live 3;PS3;2015;Action;Tru Blu Entertainment;0;0.03;0;0;0.03
14249;Legend of the Dragon;PSP;2007;Fighting;Game Factory;0.03;0;0;0;0.03
14252;The Binding of Isaac;PC;2012;Action;Unknown;0;0.03;0;0;0.03
14253;CT Special Forces;GBA;2002;Action;LSP Games;0.02;0.01;0;0;0.03
14255;Jewel Master: Cradle of Rome;Wii;2008;Puzzle;Rondomedia;0.03;0;0;0;0.03
14259;Earthworm Jim 2;GBA;2002;Platform;Vivendi Games;0.02;0.01;0;0;0.03
14266;Street Supremacy;PSP;2005;Racing;Konami Digital Entertainment;0.03;0;0;0;0.03
14267;Combat Mission: Shock Force;PC;2007;Strategy;Paradox Interactive;0;0.03;0;0.01;0.03
14281;Disney Sports Soccer;GC;2002;Sports;Konami Digital Entertainment;0.03;0.01;0;0;0.03
14287;Ultimate Block Party;PSP;2004;Puzzle;505 Games;0.03;0;0;0;0.03
14293;Flipper Critters;DS;2007;Simulation;Conspiracy Entertainment;0.03;0;0;0;0.03
14295;Monster Rancher Hop-A-Bout;PS;2000;Action;Tecmo Koei;0.02;0.01;0;0;0.03
14302;Men of War;PC;2009;Strategy;505 Games;0.01;0.02;0;0.01;0.03
14303;Toy Shop;DS;2008;Simulation;Majesco Entertainment;0.03;0;0;0;0.03
14304;Metroid Prime: Federation Force;3DS;2016;Action;Nintendo;0.02;0.01;0.01;0;0.03
14305;GunGriffon: Allied Strike;XB;2004;Simulation;Microsoft Game Studios;0.02;0.01;0;0;0.03
14306;Stacked with Daniel Negreanu;PSP;2006;Misc;Myelin Media;0.03;0;0;0;0.03
14310;The Flintstones: Big Trouble in Bedrock;GBA;2001;Platform;Swing! Entertainment;0.02;0.01;0;0;0.03
14315;Majesty 2: The Fantasy Kingdom Sim;X360;N/A;Simulation;Unknown;0.03;0;0;0;0.03
14321;Vegas Casino;DS;2007;Misc;Neko Entertainment;0.03;0;0;0;0.03
14324;Biker Mice From Mars;DS;2007;Racing;Game Factory;0.03;0;0;0;0.03
14326;Tork: Prehistoric Punk;XB;2005;Platform;Microsoft Game Studios;0.02;0.01;0;0;0.03
14330;Neverwinter Nights;PC;2002;Role-Playing;Atari;0;0.03;0;0.01;0.03
14335;Underground Pool;DS;2007;Sports;UFO Interactive;0.03;0;0;0;0.03
14344;Konami Classics Series: Arcade Hits;DS;2007;Misc;Konami Digital Entertainment;0.01;0;0.02;0;0.03
14351;Sorcery Saga: The Curse of the Great Curry God;PSV;2013;Role-Playing;Rising Star Games;0;0;0.03;0;0.03
14354;Dance Factory;PS2;2006;Action;Codemasters;0.02;0.01;0;0;0.03
14363;RoadKill;GC;2003;Action;Midway Games;0.02;0.01;0;0;0.03
14365;Dungeon Maker: Hunting Ground;PSP;2006;Role-Playing;Global A Entertainment;0.03;0;0;0;0.03
14367;F1 2002;GC;2002;Racing;Electronic Arts;0.02;0.01;0;0;0.03
14368;Pocket Fighter;SAT;1998;Fighting;Capcom;0;0;0.03;0;0.03
14369;Lock On: Modern Air Combat;PC;2003;Simulation;Ubisoft;0;0.03;0;0.01;0.03
14372;Guilty Gear XX Accent Core Plus;Wii;2009;Fighting;PQube;0.01;0.02;0;0;0.03
14373;Starsky & Hutch;GBA;2003;Racing;Empire Interactive;0.02;0.01;0;0;0.03
14375;Sitting Ducks;GBA;2003;Platform;LSP Games;0.02;0.01;0;0;0.03
14384;Homeworld 2;PC;2003;Strategy;Vivendi Games;0;0.03;0;0.01;0.03
14386;Hearts of Iron IV;PC;2016;Strategy;Paradox Interactive;0;0.03;0;0;0.03
14389;Stacked with Daniel Negreanu;XB;2006;Misc;Myelin Media;0.02;0.01;0;0;0.03
14391;Rayman 3: Hoodlum Havoc;PC;2003;Platform;Ubisoft;0;0.03;0;0.01;0.03
14396;Dr. Muto;GC;2002;Platform;Midway Games;0.02;0.01;0;0;0.03
14398;Ratatouille;PC;2007;Action;THQ;0.01;0.01;0;0;0.03
14400;Jikandia: The Timeless Land;PSP;2010;Role-Playing;Idea Factory;0.03;0;0;0;0.03
14401;Egg Mania: Eggstreme Madness;PS2;2002;Puzzle;Kemco;0.02;0.01;0;0;0.03
14405;Zero Escape: Virtue's Last Reward;3DS;2012;Adventure;Rising Star Games;0.03;0;0;0;0.03
14406;Darkstalkers Resurrection;PS3;2013;Fighting;Capcom;0;0;0.03;0;0.03
14409;Emergency! Disaster Rescue Squad;DS;2009;Simulation;Destineer;0.03;0;0;0;0.03
14410;Shaun White Skateboarding;PC;2010;Sports;Ubisoft;0;0.03;0;0.01;0.03
14411;Empire Earth II;PC;2005;Strategy;Vivendi Games;0;0.03;0;0;0.03
14414;NBA 2K13;PC;2012;Sports;Take-Two Interactive;0;0.02;0;0;0.03
14416;Harry Potter and the Half-Blood Prince;PC;2009;Action;Electronic Arts;0;0.03;0;0.01;0.03
14418;Knights of Honor;PC;2004;Strategy;Sunflowers;0;0.02;0;0.01;0.03
14420;Code Lyoko: Quest for Infinity;PSP;2008;Action;Game Factory;0.03;0;0;0;0.03
14421;Away: Shuffle Dungeon;DS;2008;Role-Playing;Majesco Entertainment;0.02;0;0;0;0.03
14422;Digimon World 4;XB;2005;Role-Playing;Atari;0.02;0.01;0;0;0.03
14423;Bubble Bobble Evolution;PSP;2006;Puzzle;Rising Star Games;0.03;0;0;0;0.03
14429;World Sports Competition;PS3;2009;Sports;Hudson Soft;0.02;0;0;0.01;0.03
14433;Sunny Garcia Surfing;PS2;2001;Sports;Ubisoft;0.02;0.01;0;0;0.03
14434;MotorHead;PS;1998;Racing;Gremlin Interactive Ltd;0.02;0.01;0;0;0.03
14436;Nacho Libre;DS;2006;Action;Majesco Entertainment;0.03;0;0;0;0.03
14442;Transformers: Devastation;PC;2015;Action;Activision;0;0.03;0;0;0.03
14450;Section 8;PC;2009;Shooter;SouthPeak Games;0.01;0.01;0;0;0.03
14451;Go! Go! Hypergrind;GC;2003;Sports;Atlus;0.02;0.01;0;0;0.03
14455;Peak Performance;PS;1997;Racing;JVC;0.02;0.01;0;0;0.03
14462;Freaky Flyers;XB;2003;Racing;Midway Games;0.02;0.01;0;0;0.03
14463;Blokus Portable: Steambot Championship;PSP;2006;Puzzle;Majesco Entertainment;0.03;0;0;0;0.03
14468;Sins of a Solar Empire;PC;2008;Strategy;Pinnacle;0;0.02;0;0.01;0.03
14469;Graffiti Kingdom;PS2;2004;Role-Playing;505 Games;0.01;0.01;0;0;0.03
14472;Lords of the Fallen;PC;2014;Role-Playing;Square Enix;0;0.03;0;0;0.03
14476;Combat Elite: WWII Paratroopers;XB;N/A;Shooter;Unknown;0.02;0.01;0;0;0.03
14478;Lethal Enforcers I & II;PS;1996;Shooter;Konami Digital Entertainment;0.02;0.01;0;0;0.03
14479;Klonoa 2: Dream Champ Tournament;GBA;2002;Platform;Namco Bandai Games;0.02;0.01;0;0;0.03
14480;Shantae and the Pirate's Curse;3DS;2015;Platform;Intergrow;0;0;0.03;0;0.03
14483;Resident Evil 4;PC;2007;Action;Ubisoft;0;0.02;0;0.01;0.03
14485;Teenage Mutant Ninja Turtles: Mutants in Manhattan;X360;2016;Action;Activision;0.01;0.02;0;0;0.03
14487;Super Collapse! II;GBA;2004;Puzzle;Majesco Entertainment;0.02;0.01;0;0;0.03
14488;Ducati World Racing Challenge;PS;2001;Racing;Acclaim Entertainment;0.02;0.01;0;0;0.03
14493;Smashing Drive;GBA;2004;Racing;Zoo Digital Publishing;0.02;0.01;0;0;0.03
14495;Starshot: Space Circus Fever;N64;1998;Platform;Infogrames;0.02;0.01;0;0;0.03
14497;Big Mountain 2000;N64;1998;Sports;Imagineer;0.02;0.01;0;0;0.03
14500;N+;PSP;2007;Platform;Atari;0.03;0;0;0;0.03
14503;GTR Evolution;PC;2008;Racing;Atari;0;0.02;0;0.01;0.03
14507;Downstream Panic!;PSP;2008;Action;Atari;0.03;0;0;0;0.03
14508;DJ Max Portable 3;PSP;2010;Misc;CyberFront;0.01;0;0.02;0;0.03
14510;SimCity;PC;1988;Simulation;Maxis;0;0.02;0;0.01;0.03
14521;BRAHMA Force: The Assault on Beltlogger 9;PS;1996;Shooter;JVC;0.02;0.01;0;0;0.03
14523;Star Trek: Tactical Assault;PSP;2006;Strategy;Ubisoft;0.02;0.01;0;0;0.03
14526;Robo Pit;PS;1995;Fighting;Kokopeli Digital Studios;0.02;0.01;0;0;0.03
14529;Braid;PC;2009;Platform;Number None;0;0.02;0;0.01;0.03
14531;R-Type III: The Third Lightning;GBA;2004;Shooter;Zoo Digital Publishing;0.02;0.01;0;0;0.03
14532;Star Wars: The Force Unleashed II;PC;2010;Action;LucasArts;0.03;0;0;0;0.03
14538;Robin Hood: Defender of the Crown;XB;2003;Strategy;Capcom;0.02;0.01;0;0;0.03
14539;Street Jam Basketball;GBA;2004;Sports;Zoo Digital Publishing;0.02;0.01;0;0;0.03
14540;Master of Monsters: Disciples of Gaia;PS;1997;Strategy;Agetec;0.02;0.01;0;0;0.03
14544;Curious George;XB;2006;Action;Namco Bandai Games;0.02;0.01;0;0;0.03
14556;Culdcept;PS2;2002;Strategy;Sega;0.01;0.01;0;0;0.03
14563;Planet of the Apes;GBA;2001;Action;Ubisoft;0.02;0.01;0;0;0.03
14565;Worms;PS3;2009;Strategy;Sony Computer Entertainment;0;0.02;0;0.01;0.03
14566;Drake & Josh: Talent Showdown;DS;2007;Adventure;THQ;0.03;0;0;0;0.03
14567;Real World Golf;XB;2006;Sports;Mad Catz;0.02;0.01;0;0;0.03
14571;Jack Keane;PC;2008;Adventure;Kalypso Media;0;0.02;0;0;0.03
14580;Young Justice: Legacy;3DS;2013;Action;Namco Bandai Games;0.03;0;0;0;0.03
14581;Syberia;PC;2002;Action;Microids;0;0.02;0;0;0.03
14587;Dream Pinball 3D;DS;2008;Misc;SouthPeak Games;0.03;0;0;0;0.03
14588;DICE: DNA Integrated Cybernetic Enterprises;PS2;2005;Shooter;Namco Bandai Games;0.01;0.01;0;0;0.03
14593;Wallace & Gromit in Project Zoo;XB;2003;Platform;BAM! Entertainment;0.02;0.01;0;0;0.03
14595;Grid Runner;PS;1996;Action;Virgin Interactive;0.02;0.01;0;0;0.03
14597;Metal Dungeon;XB;2002;Role-Playing;Xicat Interactive;0.02;0.01;0;0;0.03
14598;Drome Racers;GC;2003;Racing;Electronic Arts;0.02;0.01;0;0;0.03
14601;Driver: Parallel Lines;Wii;2007;Racing;Ubisoft;0.01;0.01;0;0;0.03
14602;Doom;PC;1992;Shooter;id Software;0.02;0;0;0;0.03
14606;Future Tactics: The Uprising;XB;2004;Strategy;JoWood Productions;0.02;0.01;0;0;0.03
14614;Race Driver 2006;PSP;2006;Racing;Codemasters;0.03;0;0;0;0.03
14616;Buffy the Vampire Slayer: Wrath of the Darkhul King;GBA;2003;Action;THQ;0.02;0.01;0;0;0.03
14621;Rugby League Live 3;X360;2015;Action;Tru Blu Entertainment;0;0.03;0;0;0.03
14624;Roadsters;PS;2000;Racing;Titus;0.02;0.01;0;0;0.03
14630;Monsters vs. Aliens;PC;2009;Action;Activision;0.01;0.01;0;0;0.03
14631;Whiteout;XB;2002;Racing;Konami Digital Entertainment;0.02;0.01;0;0;0.03
14637;Merv Griffin's Crosswords;DS;2008;Puzzle;ValuSoft;0.03;0;0;0;0.03
14638;Stellaris;PC;2016;Strategy;Paradox Interactive;0;0.03;0;0;0.03
14641;Syberia II;XB;2004;Adventure;Ubisoft;0.02;0.01;0;0;0.03
14646;Trine 2;WiiU;2012;Platform;Atlus;0;0.03;0;0;0.03
14649;Botanicula;PC;2012;Adventure;Daedalic Entertainment;0;0.02;0;0;0.03
14653;Puzzle Challenge: Crosswords and More!;Wii;2009;Puzzle;Crave Entertainment;0.03;0;0;0;0.03
14656;Age of Conan: Rise of the Godslayer;PC;2010;Role-Playing;Funcom;0;0.02;0;0;0.03
14658;Battlefield Vietnam;PC;2004;Shooter;Electronic Arts;0;0.02;0;0;0.03
14659;In Cold Blood;PS;2000;Adventure;Sony Computer Entertainment;0.02;0.01;0;0;0.03
14662;Fireblade;GC;2002;Action;Midway Games;0.02;0.01;0;0;0.03
14670;The King of Fighters 02/03;XB;2005;Fighting;SNK Playmore;0.02;0.01;0;0;0.03
14673;Warhammer: Mark of Chaos;PC;2006;Strategy;Deep Silver;0;0.02;0;0;0.03
14679;Tom and Jerry in War of the Whiskers;XB;N/A;Fighting;Unknown;0.02;0.01;0;0;0.03
14690;Samurai Warriors 2;PS3;2013;Action;Tecmo Koei;0;0;0.03;0;0.03
14691;Cossacks: European Wars;PC;2001;Strategy;Strategy First;0;0.02;0;0;0.03
14703;MechAssault: Phantom War;DS;2006;Simulation;Majesco Entertainment;0.03;0;0;0;0.03
14704;Magicka;PC;2011;Role-Playing;Paradox Interactive;0;0.02;0;0.01;0.03
14705;Star Trek: The Game;PC;2013;Action;Namco Bandai Games;0;0.02;0;0;0.03
14707;The Last Guy;PS3;2009;Action;Sony Computer Entertainment;0;0;0.03;0;0.03
14708;Disney Sports Soccer;GBA;2002;Sports;Konami Digital Entertainment;0.02;0.01;0;0;0.03
14712;X3: Terran Conflict;PC;2008;Simulation;Deep Silver;0;0.02;0;0.01;0.03
14714;Max Payne;GBA;2003;Shooter;Take-Two Interactive;0.02;0.01;0;0;0.03
14715;D1 Professional Drift Grand Prix Series;PS2;2005;Racing;Yuke's;0.01;0.01;0;0;0.03
14718;Rush Hour;PS;1997;Misc;Psygnosis;0.02;0.01;0;0;0.03
14719;Pro Cast Sports Fishing;XB;2003;Sports;Capcom;0.02;0.01;0;0;0.03
14725;Max Payne 2: The Fall of Max Payne;PC;2003;Shooter;Take-Two Interactive;0;0.02;0;0;0.03
14726;Dakar 2: The World's Ultimate Rally;GC;2003;Racing;Acclaim Entertainment;0.02;0.01;0;0;0.03
14727;NBA 2K7;XB;2006;Sports;Take-Two Interactive;0.02;0.01;0;0;0.03
14728;Auto Modellista;GC;2003;Racing;Capcom;0.02;0.01;0;0;0.03
14731;MySims;PC;2008;Simulation;Electronic Arts;0;0.02;0;0;0.03
14732;Guild Wars: Nightfall;PC;2006;Role-Playing;NCSoft;0;0.02;0;0.01;0.03
14733;Greg Hastings' Tournament Paintball Max'd;GBA;2006;Shooter;Activision;0.02;0.01;0;0;0.03
14734;Dave Mirra Freestyle BMX 3;GBA;2002;Sports;Acclaim Entertainment;0.02;0.01;0;0;0.03
14740;Frogger: Ancient Shadow;XB;2005;Platform;Konami Digital Entertainment;0.02;0.01;0;0;0.03
14741;Pro Evolution Soccer 2017;XOne;2016;Sports;Konami Digital Entertainment;0;0.02;0;0;0.03
14750;Pro Evolution Soccer 2012;3DS;2011;Action;Konami Digital Entertainment;0.02;0;0;0;0.03
14752;Warship Gunner 2;PS2;2006;Simulation;Tecmo Koei;0.01;0.01;0;0;0.03
14753;Gotcha Force;GC;2003;Shooter;Capcom;0.01;0;0.01;0;0.03
14758;DiRT Rally;PC;2016;Racing;Codemasters;0;0.03;0;0;0.03
14763;The Golf Club;XOne;2014;Sports;Unknown;0.02;0;0;0;0.03
14765;Mojo!;XB;2003;Puzzle;DreamCatcher Interactive;0.02;0.01;0;0;0.03
14770;The Sims 2: Bon Voyage;PC;2007;Simulation;Electronic Arts;0.01;0.01;0;0;0.03
14771;Buffy the Vampire Slayer: Chaos Bleeds;GC;2003;Action;Vivendi Games;0.02;0.01;0;0;0.03
14776;Jet Grind Radio;GBA;2003;Action;Sega;0.02;0.01;0;0;0.03
14780;Baldur's Gate: Dark Alliance;GBA;2004;Role-Playing;Destination Software, Inc;0.02;0.01;0;0;0.03
14784;Divinity II: Flames of Vengeance;PC;2010;Role-Playing;DTP Entertainment;0;0.02;0;0.01;0.03
14785;Under the Skin;PS2;2004;Action;Capcom;0.01;0.01;0;0;0.03
14786;Battlefield 2142;PC;2006;Shooter;Electronic Arts;0;0.02;0;0;0.03
14788;Air Conflicts: Secret Wars;PC;2011;Simulation;bitComposer Games;0;0.02;0;0.01;0.03
14789;Poy Poy;PS;1997;Action;Konami Digital Entertainment;0.01;0.01;0;0;0.03
14791;Lost Planet 2;PC;2010;Shooter;Capcom;0;0.02;0;0.01;0.03
14792;NHL 07;XB;2006;Sports;Electronic Arts;0.02;0.01;0;0;0.03
14797;Bully: Scholarship Edition;PC;2008;Action;Take-Two Interactive;0;0.02;0;0;0.03
14799;Guild Wars;PC;2005;Role-Playing;NCSoft;0.02;0;0;0;0.03
14803;Battlezone;PSP;2006;Shooter;Atari;0.02;0;0;0;0.03
14807;Nanotek Warrior;PS;1997;Shooter;Virgin Interactive;0.01;0.01;0;0;0.03
14809;Cake Mania: Baker's Challenge;PS2;2008;Puzzle;Destineer;0.01;0.01;0;0;0.03
14811;Super Monkey Ball Adventure;PS2;2006;Platform;Sega;0.01;0.01;0;0;0.03
14817;Madden NFL 07;GBA;2006;Sports;Electronic Arts;0.02;0.01;0;0;0.03
14818;Renegade Racers;PS;1999;Racing;Interplay;0.01;0.01;0;0;0.03
14823;Steins;;;;;;;;;
14824;Catan;DS;2009;Strategy;CDV Software Entertainment;0;0.02;0;0;0.03
14827;Gauntlet / Rampart;GBA;2005;Misc;Zoo Digital Publishing;0.02;0.01;0;0;0.03
14834;Ducati Moto;DS;2008;Racing;Vir2L Studios;0.02;0;0;0;0.03
14835;Justice League Heroes: The Flash;GBA;2006;Action;Eidos Interactive;0.02;0.01;0;0;0.03
14838;Kawasaki Snowmobiles;Wii;2008;Racing;Metro 3D;0.02;0;0;0;0.03
14839;Dungeon Siege II;PC;2005;Role-Playing;Microsoft Game Studios;0;0.02;0;0;0.03
14842;Metal Saga;PS2;2005;Role-Playing;Success;0.01;0.01;0;0;0.03
14844;SWAT 4;PC;2005;Shooter;Vivendi Games;0;0.02;0;0;0.03
14848;Bookworm;GBA;2004;Puzzle;Unknown;0.02;0.01;0;0;0.03
14850;Terraria;WiiU;2016;Action;505 Games;0;0.02;0;0;0.03
14851;My DoItAll;DS;2009;Misc;Tomy Corporation;0.02;0;0;0;0.03
14852;Legacy of Ys: Books I & II;DS;N/A;Role-Playing;Unknown;0.02;0;0;0;0.03
14854;Monster Mayhem: Build and Battle;Wii;2009;Simulation;Zushi Games;0.02;0;0;0;0.03
14857;The Lord of the Rings: Conquest;PC;2009;Action;Electronic Arts;0;0.02;0;0;0.03
14866;Open Season;PS2;2006;Platform;Ubisoft;0.01;0.01;0;0;0.03
14872;Battlestations: Pacific;PC;2009;Strategy;Eidos Interactive;0;0.02;0;0;0.03
14873;Neverwinter Nights 2;PC;2006;Role-Playing;Atari;0;0.02;0;0;0.03
14875;Battlefield 1942;PC;2002;Shooter;Electronic Arts;0.01;0.01;0;0;0.03
14876;Back to the Future: The Game;X360;2015;Adventure;Telltale Games;0.02;0.01;0;0;0.03
14877;Pitball;PS;1996;Sports;Time Warner Interactive;0.01;0.01;0;0;0.03
14882;Ocean Commander;Wii;2009;Simulation;Valcon Games;0.02;0;0;0;0.03
14883;Drome Racers;GBA;2003;Racing;THQ;0.02;0.01;0;0;0.03
14886;Tank Beat;DS;2006;Strategy;Midas Interactive Entertainment;0.01;0.01;0;0;0.03
14887;LEGO Pirates of the Caribbean: The Video Game;PC;2011;Action;Disney Interactive Studios;0.02;0;0;0;0.03
14889;Jurassic Park: Operation Genesis;PC;2003;Simulation;Vivendi Games;0;0.02;0;0;0.03
14894;Bode Miller Alpine Skiing;PS2;2006;Sports;Valcon Games;0.01;0.01;0;0;0.03
14896;R-Type Delta;PS;1998;Shooter;Irem Software Engineering;0.01;0.01;0;0;0.03
14902;Napoleon Dynamite: The Game;DS;2007;Puzzle;Crave Entertainment;0.02;0;0;0;0.03
14904;Rock 'N' Roll Adventures;Wii;2007;Platform;Popcorn Arcade;0.02;0;0;0;0.03
14905;War Gods;PS;1996;Fighting;GT Interactive;0.01;0.01;0;0;0.03
